House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
9,Collins Street,Linda,Booth,60,None,Single,Female,Radio producer,None,Christian
10,Collins Street,Bruce,Wilson,47,Head,Married,Male,"Accountant, chartered management",None,None
10,Collins Street,Jemma,Wilson,43,Wife,Married,Female,Call centre manager,None,None
10,Collins Street,Diana,Wilson,14,Daughter,NA,Female,Student,None,NA
11,Collins Street,Joan,Carpenter,38,Head,Single,Female,Printmaker,None,None
11,Collins Street,Vanessa,Jones,37,Cousin,Single,Female,"Designer, ceramics/pottery",None,None
12,Collins Street,Francesca,Smith,33,Head,Divorced,Female,Film/video editor,None,Christian
12,Collins Street,Derek,Smith,9,Son,NA,Male,Student,None,NA
12,Collins Street,Daniel,Smith,9,Son,NA,Male,Student,None,NA
13,Collins Street,Melissa,Wong,44,Head,Single,Female,Freight forwarder,Disabled,None
13,Collins Street,Frank,Bishop,61,None,Single,Male,Archaeologist,None,Christian
14,Collins Street,Julia,Bowen,39,Head,Married,Female,Estate manager/land agent,None,None
14,Collins Street,Rhys,Bowen,38,Husband,Married,Male,Curator,None,None
14,Collins Street,Linda,Bowen,15,Daughter,NA,Female,Student,None,NA
15,Collins Street,Georgia,Davies,62,Head,Married,Female,Administrator,None,None
15,Collins Street,Elliott,Davies,60,Husband,Married,Male,Company secretary,None,None
15,Collins Street,Jordan,Davies,42,Son,Single,Male,Holiday representative,None,None
15,Collins Street,Joyce,Davies,42,Daughter,Single,Female,Unemployed,None,None
16,Collins Street,Antony,Brown,18,Head,Single,Male,Student,None,NA
17,Collins Street,Helen,Patel,34,Head,Married,Female,"Psychologist, sport and exercise",None,Muslim
17,Collins Street,Joel,Patel,39,Husband,Married,Male,Therapeutic radiographer,None,Muslim
17,Collins Street,Jay,Patel,9,Son,NA,Male,Student,None,NA
17,Collins Street,Marc,Patel,6,Son,NA,Male,Student,None,NA
18,Collins Street,Derek,James,27,Head,Single,Male,Insurance broker,None,Christian
18,Collins Street,Mary,Hunter,26,Partner,Single,Female,"Education officer, museum",None,Christian
18,Collins Street,Geraldine,James,1,Daughter,NA,Female,Child,None,NA
19,Collins Street,Jenna,Carroll,26,Head,Married,Female,Radio producer,None,None
19,Collins Street,David,Carroll,28,Husband,Married,Male,Call centre manager,None,None
19,Collins Street,Karl,Carroll,2,Son,NA,Male,Child,None,NA
19,Collins Street,Patricia,Morley,57,Lodger,Single,Female,Advertising art director,None,Christian
20,Collins Street,Sian,Jones,68,Head,Widowed,Female,"Retired Editor, magazine features",None,Catholic
20,Collins Street,Donald,Jones,12,Grandson,NA,Male,Student,None,NA
20,Collins Street,Christopher,James,9,Grandson,NA,Male,Student,None,NA
21,Collins Street,Anthony,Crawford,43,Head,Single,Male,Data processing manager,None,Christian
21,Collins Street,Gail,Hussain,44,Partner,Single,Female,Horticultural consultant,None,Christian
21,Collins Street,Gregory,Crawford,8,Son,NA,Male,Student,None,NA
21,Collins Street,Clive,Crawford,7,Son,NA,Male,Student,None,NA
22,Collins Street,Julian,Richards,21,Head,Single,Male,University Student,None,Catholic
22,Collins Street,Marie,Hopkins,55,None,Single,Female,Curator,None,None
22,Collins Street,Charles,Higgins,25,None,Single,Male,"Engineer, communications",None,Catholic
23,Collins Street,Molly,Griffin,56,Head,Divorced,Female,Unemployed,None,Christian
23,Collins Street,Jessica,Griffin,23,Daughter,Single,Female,Cabin crew,None,Christian
23,Collins Street,Michelle,Griffin,22,Daughter,Single,Female,Print production planner,None,None
24,Collins Street,Norman,Simpson,47,Head,Married,Male,Mudlogger,None,Sikh
24,Collins Street,Heather,Simpson,43,Wife,Married,Female,"Education officer, environmental",None,Sikh
24,Collins Street,Frank,Simpson,7,Son,NA,Male,Student,None,NA
25,Collins Street,Tom,Lewis,67,Head,Married,Male,Chartered legal executive (England and Wales),None,Christian
25,Collins Street,Lynda,Lewis,63,Wife,Married,Female,English as a second language teacher,None,None
25,Collins Street,Phillip,Lewis,33,Son,Single,Male,Medical physicist,None,None
25,Collins Street,Clare,Lewis,23,Daughter,Divorced,Female,"Sound technician, broadcasting/film/video",None,Christian
25,Collins Street,Leon,Lewis,22,Son,Divorced,Male,University Student,None,None
26,Collins Street,Carolyn,Bradley,35,Head,Married,Female,Geographical information systems officer,None,Christian
26,Collins Street,Henry,Bradley,38,Husband,Married,Male,Advice worker,None,Christian
26,Collins Street,Ronald,Dale-Bradley,17,Son,NA,Male,Student,None,NA
27,Collins Street,Lindsey,Smith,50,Head,Divorced,Female,Drilling engineer,None,Methodist
28,Collins Street,Kirsty,Davies,36,Head,Single,Female,Unemployed,None,Catholic
28,Collins Street,Marilyn,Davies,12,Daughter,NA,Female,Student,None,NA
28,Collins Street,Colin,Davies,9,Son,NA,Male,Student,None,NA
29,Collins Street,Allan,Carter,69,Head,Married,Male,"Retired Pharmacist, community",None,None
29,Collins Street,Kelly,Carter,61,Wife,Married,Female,Secretary/administrator,None,None
29,Collins Street,Patricia,Peacock,24,None,Married,Female,Ambulance person,None,None
29,Collins Street,Benjamin,Peacock,28,None,Married,Male,"Investment banker, corporate",None,None
29,Collins Street,Karen,Peacock,7,None,NA,Female,Student,None,NA
30,Collins Street,Carly,Rees,51,Head,Married,Female,Firefighter,None,Christian
30,Collins Street,Gregory,Rees,53,Husband,Married,Male,Network engineer,None,Christian
30,Collins Street,Valerie,Rees,16,Daughter,NA,Female,Student,None,NA
31,Collins Street,Charlene,Allan,47,Head,Divorced,Female,Unemployed,None,Catholic
31,Collins Street,Marilyn,Allan,9,Daughter,NA,Female,Student,None,NA
31,Collins Street,Jamie,Allan,3,Son,NA,Male,Child,None,NA
32,Collins Street,Melissa,Harvey,38,Head,Married,Female,Lobbyist,None,None
32,Collins Street,Arthur,Harvey,40,Husband,Married,Male,Plant breeder/geneticist,None,None
32,Collins Street,Louise,Harvey,17,Daughter,NA,Female,Student,None,NA
33,Collins Street,Scott,Miller,81,Head,Widowed,Male,"Retired Teacher, music",None,None
34,Collins Street,Anthony,Brown,33,Head,Single,Male,"Accountant, chartered certified",None,None
34,Collins Street,Marilyn,Kirby,31,Partner,Single,Female,"Psychologist, sport and exercise",None,None
34,Collins Street,Glenn,Brown,9,Son,NA,Male,Student,None,NA
35,Collins Street,Amelia,Hill,48,Head,Married,Female,"Geologist, engineering",None,None
35,Collins Street,Benjamin,Hill,50,Husband,Married,Male,"Engineer, civil (consulting)",None,None
35,Collins Street,Donald,Hill,28,Son,Single,Male,Unemployed,None,None
36,Collins Street,Elizabeth,Marshall,18,Head,Single,Female,Student,Physical Disability,NA
36,Collins Street,Jeffrey,Jones,41,None,Single,Male,Unemployed,None,None
36,Collins Street,Mohamed,Scott,22,None,Single,Male,Dealer,None,None
37,Collins Street,Linda,Lloyd,28,Head,Single,Female,Unemployed,None,Methodist
37,Collins Street,Stewart,Ali,26,Partner,Single,Male,Set designer,None,None
37,Collins Street,Grace,Lloyd,5,Daughter,NA,Female,Student,None,NA
38,Collins Street,Malcolm,Smith,47,Head,Single,Male,Environmental consultant,None,Catholic
38,Collins Street,Brenda,Smith-Smith,15,Step-Daughter,NA,Female,Student,None,NA
39,Collins Street,Mathew,Chambers,57,Head,Widowed,Male,Unemployed,None,Christian
39,Collins Street,Justin,Chambers,14,Son,NA,Male,Student,None,NA
39,Collins Street,Ben,Chambers,11,Son,NA,Male,Student,None,NA
39,Collins Street,Jake,Chambers,11,Adopted Son,NA,Male,Student,None,NA
39,Collins Street,Michelle,Wilson-Chambers,7,Daughter,NA,Female,Student,None,NA
40,Collins Street,Lynne,Moore,43,Head,Married,Female,Information systems manager,None,None
40,Collins Street,Callum,Moore,46,Husband,Married,Male,"Conservator, furniture",None,Sikh
40,Collins Street,Kevin,Moore,14,Son,NA,Male,Student,None,NA
41,Collins Street,Elizabeth,Black,65,Head,Married,Female,Dancer,None,Christian
41,Collins Street,Martin,Black,69,Husband,Married,Male,"Retired Engineer, production",None,Christian
41,Collins Street,Francesca,Black,36,Daughter,Single,Female,Maintenance engineer,None,Christian
42,Collins Street,Cheryl,Hayes,67,Head,Married,Female,Theme park manager,None,None
42,Collins Street,Albert,Hayes,71,Husband,Married,Male,Retired Higher education careers adviser,None,None
42,Collins Street,Hayley,Morris,18,Granddaughter,Divorced,Female,Student,None,None
42,Collins Street,Brandon,Poole,14,Grandson,NA,Male,Student,None,NA
43,Collins Street,Lesley,Roberts,32,Head,Married,Female,Immigration officer,None,None
43,Collins Street,Joe,Roberts,40,Husband,Married,Male,Health service manager,None,None
43,Collins Street,Olivia,Norton,48,Lodger,Divorced,Female,"Conservation officer, nature",None,Methodist
44,Collins Street,Rebecca,Walker,49,Head,Single,Female,Local government officer,None,Christian
44,Collins Street,Stephanie,Elliott,42,None,Single,Female,"Teacher, music",None,None
44,Collins Street,Francis,Stephenson,41,None,Single,Male,"Designer, multimedia",None,Christian
45,Collins Street,Mary,Kaur,63,Head,Married,Female,Private music teacher,None,Christian
45,Collins Street,Josh,Kaur,63,Husband,Married,Male,Colour technologist,None,None
45,Collins Street,Kathryn,Kaur,17,Daughter,NA,Female,Student,None,NA
46,Collins Street,Sarah,Mason,64,Head,Single,Female,Trading standards officer,None,Christian
46,Collins Street,Matthew,Stone,59,Partner,Single,Male,Psychotherapist,None,Christian
47,Collins Street,Rebecca,Marshall,51,Head,Married,Female,Systems analyst,None,Christian
47,Collins Street,Cameron,Marshall,58,Husband,Married,Male,Immunologist,None,None
47,Collins Street,Christopher,Marshall,14,Son,NA,Male,Student,None,NA
48,Collins Street,Bernard,Yates,67,Head,Married,Male,"Engineer, maintenance (IT)",None,Christian
48,Collins Street,Geraldine,Yates,65,Wife,Married,Female,Comptroller,None,None
48,Collins Street,Jade,Wilkinson-Yates,35,Daughter,Single,Female,Operations geologist,None,None
49,Collins Street,Lorraine,Shah,39,Head,Single,Female,Garment/textile technologist,None,Catholic
49,Collins Street,Vincent,Shah,1,Son,NA,Male,Child,None,NA
49,Collins Street,Shirley,Curtis,21,Lodger,Single,Female,University Student,None,Catholic
50,Collins Street,Dawn,Harvey,35,Head,Single,Female,Unemployed,None,Christian
50,Collins Street,Leslie,Martin,39,Partner,Single,Male,"Nurse, adult",None,Christian
50,Collins Street,Duncan,Harvey,10,Son,NA,Male,Student,None,NA
51,Collins Street,Kate,May,59,Head,Single,Female,Pharmacologist,None,Christian
51,Collins Street,Sara,May,34,Daughter,Single,Female,"Engineer, energy",None,None
51,Collins Street,Lucy,May,34,Daughter,Single,Female,Museum/gallery conservator,None,Christian
1,Bentley Street,Ian,Wood,18,Head,Single,Male,Student,None,NA
2,Bentley Street,Raymond,Carr,55,Head,Single,Male,"Embryologist, clinical",None,Christian
3,Bentley Street,Hannah,Cook,37,Head,Single,Female,Unemployed,None,Catholic
4,Bentley Street,Paul,Thornton,66,Head,Widowed,Male,Trade mark attorney,None,None
5,Bentley Street,Joshua,Burns,38,Head,Single,Male,"Accountant, chartered",None,Catholic
6,Bentley Street,Elaine,Marshall,55,Head,Married,Female,Field trials officer,None,Catholic
6,Bentley Street,Darren,Marshall-Green,49,Husband,Married,Male,Chief of Staff,None,None
6,Bentley Street,Kayleigh,Marshall-Green,2,Granddaughter,NA,Female,Child,None,NA
7,Bentley Street,Molly,Hayes,82,Head,Married,Female,Retired Clothing/textile technologist,None,None
7,Bentley Street,Danny,Hayes,81,Husband,Married,Male,"Retired Surveyor, building control",None,None
8,Bentley Street,Billy,Newman,72,Head,Single,Male,Retired Market researcher,None,Christian
8,Bentley Street,Raymond,Newman,14,Grandson,NA,Male,Student,None,NA
9,Bentley Street,Geoffrey,Pearson,65,Head,Widowed,Male,"Designer, textile",None,Methodist
10,Bentley Street,Christine,Richardson,68,Head,Married,Female,Retired Database administrator,None,Christian
10,Bentley Street,Ronald,Richardson,70,Husband,Married,Male,Retired Control and instrumentation engineer,None,None
11,Bentley Street,Mitchell,Quinn,64,Head,Divorced,Male,Unemployed,None,Christian
12,Bentley Street,Richard,Austin,51,Head,Single,Male,Theatre stage manager,None,None
12,Bentley Street,Maurice,Brown,41,None,Single,Male,Technical author,None,None
12,Bentley Street,Scott,Martin,52,None,Single,Male,Materials engineer,None,Methodist
13,Bentley Street,Bradley,Cooper,51,Head,Single,Male,Financial manager,None,Methodist
13,Bentley Street,Sandra,Jones,50,Partner,Single,Female,Counsellor,None,None
14,Bentley Street,Toby,Taylor,59,Head,Married,Male,"Biochemist, clinical",None,None
14,Bentley Street,Sandra,Taylor,54,Wife,Married,Female,"Engineer, biomedical",None,None
15,Bentley Street,Tina,Marsden,65,Head,Single,Female,Rural practice surveyor,None,Christian
16,Bentley Street,Katie,Walker,46,Head,Single,Female,Museum/gallery exhibitions officer,None,Catholic
17,Bentley Street,Elliot,Price,35,Head,Single,Male,Research scientist (physical sciences),None,Methodist
18,Bentley Street,Ashley,Gray,70,Head,Single,Male,Retired Radiation protection practitioner,None,Christian
19,Bentley Street,Denise,Sykes,55,Head,Single,Female,Advertising copywriter,None,Christian
20,Bentley Street,Louise,Whitehouse,30,Head,Married,Female,Politician's assistant,None,None
20,Bentley Street,Benjamin,Whitehouse,33,Husband,Married,Male,Theatre manager,None,None
20,Bentley Street,Terence,Whitehouse,3,Son,NA,Male,Child,None,NA
21,Bentley Street,Lydia,Hale,64,Head,Single,Female,Chief Marketing Officer,None,Catholic
22,Bentley Street,Lynne,Lane,52,Head,Single,Female,Accounting technician,None,Christian
22,Bentley Street,Norman,Watts,54,None,Single,Male,Magazine journalist,None,None
23,Bentley Street,Gareth,Richardson-Grant,40,Head,Single,Male,Unemployed,None,Sikh
23,Bentley Street,Harriet,Richardson-Grant,10,Daughter,NA,Female,Student,None,NA
24,Bentley Street,Stacey,Shah,47,Head,Married,Female,Land,None,None
24,Bentley Street,Michael,Shah,48,Husband,Married,Male,Petroleum engineer,None,None
25,Bentley Street,Angela,Hurst,36,Head,Married,Female,"Therapist, nutritional",None,Catholic
25,Bentley Street,Joe,Hurst,40,Husband,Married,Male,Fashion designer,None,Catholic
25,Bentley Street,Margaret,Hurst,5,Daughter,NA,Female,Student,None,NA
26,Bentley Street,Maureen,Jones,21,Head,Single,Female,University Student,None,Christian
27,Bentley Street,Jill,Hicks,77,Head,Married,Female,Retired Physiological scientist,None,Christian
27,Bentley Street,Damien,Hicks,82,Husband,Married,Male,"Retired Restaurant manager, fast food",None,None
28,Bentley Street,Clive,Jones,19,Head,Divorced,Male,University Student,None,Christian
29,Bentley Street,Sam,Miller,68,Head,Single,Male,Retired Graphic designer,None,None
30,Bentley Street,Catherine,Collins,19,Head,Divorced,Female,University Student,None,None
30,Bentley Street,Alexander,Collins,1,Son,NA,Male,Child,None,NA
31,Bentley Street,Kimberley,Lewis,48,Head,Single,Female,"Designer, interior/spatial",None,None
32,Bentley Street,Nathan,Cook,69,Head,Married,Male,"Retired Programme researcher, broadcasting/film/video",None,Christian
32,Bentley Street,Mary,Cook,68,Wife,Married,Female,Retired Multimedia programmer,None,Christian
33,Bentley Street,Katy,Lowe,48,Head,Divorced,Female,Unemployed,None,None
34,Bentley Street,Michelle,Smith,37,Head,Married,Female,"Scientist, research (physical sciences)",None,Christian
34,Bentley Street,Adam,Smith,35,Husband,Married,Male,"Designer, interior/spatial",None,None
34,Bentley Street,Sara,Smith,5,Daughter,NA,Female,Student,None,NA
35,Bentley Street,Terry,Murphy,73,Head,Widowed,Male,"Retired Merchandiser, retail",None,None
36,Bentley Street,Kyle,Sullivan,49,Head,Single,Male,Mechanical engineer,None,None
37,Bentley Street,Brenda,Randall,23,Head,Single,Female,Medical physicist,None,None
38,Bentley Street,Garry,Hamilton,59,Head,Single,Male,"Designer, exhibition/display",None,None
39,Bentley Street,Samuel,Williams,27,Head,Single,Male,Ophthalmologist,None,None
40,Bentley Street,Joel,Morris,52,Head,Single,Male,"Designer, exhibition/display",None,None
41,Bentley Street,Danny,Johnson,38,Head,Divorced,Male,Land,None,None
42,Bentley Street,Nicole,Hale,25,Head,Single,Female,Hospital pharmacist,None,None
43,Bentley Street,Daniel,Reynolds,70,Head,Widowed,Male,Retired Estate agent,None,Methodist
44,Bentley Street,Howard,Burton,66,Head,Divorced,Male,Land/geomatics surveyor,None,Methodist
45,Bentley Street,Catherine,Berry,74,Head,Widowed,Female,Retired Warehouse manager,None,Christian
46,Bentley Street,Roger,Johnston,40,Head,Single,Male,English as a foreign language teacher,None,None
47,Bentley Street,Laura,Harrison,67,Head,Widowed,Female,Systems analyst,None,Christian
48,Bentley Street,Dawn,Allen,72,Head,Divorced,Female,"Retired Engineer, energy",None,None
49,Bentley Street,Simon,Randall,44,Head,Divorced,Male,"Research officer, government",None,Catholic
49,Bentley Street,Simon,Robinson,15,Step-Son,NA,Male,Student,None,NA
50,Bentley Street,Rita,Ryan,38,Head,Single,Female,"Investment banker, operational",None,Catholic
1,Bishop Road,Lee,Wells,81,Head,Married,Male,Retired Software engineer,None,Christian
1,Bishop Road,Carly,Wells,78,Wife,Married,Female,Retired Quantity surveyor,None,Christian
2,Bishop Road,Ricky,O'Brien,80,Head,Single,Male,Unemployed,None,Methodist
3,Bishop Road,Leanne,Hicks,85,Head,Widowed,Female,Retired Commercial art gallery manager,None,None
4,Bishop Road,Paul,Moore,79,Head,Divorced,Male,Retired Risk analyst,None,Christian
5,Bishop Road,Richard,Ward,31,Head,Single,Male,Training and development officer,None,Catholic
5,Bishop Road,Grace,Connor,30,Partner,Single,Female,Chartered management accountant,None,Catholic
6,Bishop Road,Maureen,Hudson,50,Head,Single,Female,Housing manager/officer,None,None
7,Bishop Road,Robin,Francis,75,Head,Single,Male,Retired Meteorologist,None,Christian
8,Bishop Road,Malcolm,Thomas,70,Head,Widowed,Male,Unemployed,None,Christian
9,Bishop Road,Carolyn,Turner,52,Head,Married,Female,Broadcast engineer,None,Christian
9,Bishop Road,Joseph,Turner,54,Husband,Married,Male,Therapeutic radiographer,None,Christian
10,Bishop Road,Bethany,Palmer,51,Head,Single,Female,Unemployed,None,None
11,Bishop Road,Cameron,Bates,73,Head,Divorced,Male,Retired Advertising copywriter,None,Christian
12,Bishop Road,Joshua,Clarke,79,Head,Single,Male,"Retired Librarian, academic",None,None
13,Bishop Road,Tina,Mitchell,74,Head,Married,Female,Retired Fine artist,None,Christian
13,Bishop Road,Antony,Mitchell,79,Husband,Married,Male,"Retired Civil engineer, contracting",None,Christian
14,Bishop Road,Mohammed,Byrne,70,Head,Widowed,Male,"Retired Social research officer, government",None,Christian
15,Bishop Road,Lucy,Brennan,68,Head,Divorced,Female,Retired Charity fundraiser,None,Methodist
16,Bishop Road,Marc,King,35,Head,Single,Male,Psychotherapist,None,Methodist
16,Bishop Road,Lorraine,Whittaker,36,Partner,Single,Female,"Scientist, research (maths)",None,Methodist
17,Bishop Road,Samuel,Clarke,75,Head,Widowed,Male,"Retired Scientist, research (physical sciences)",None,Christian
18,Bishop Road,Julie,Turner,31,Head,Married,Female,Adult guidance worker,None,None
18,Bishop Road,Derek,Turner,33,Husband,Married,Male,Unemployed,None,None
18,Bishop Road,Pamela,Turner,7,Daughter,NA,Female,Student,None,NA
19,Bishop Road,Bernard,Sykes,29,Head,Divorced,Male,Unemployed,None,Catholic
20,Bishop Road,Scott,Kirby,76,Head,Married,Male,Retired Cartographer,None,Christian
20,Bishop Road,Clare,Kirby,77,Wife,Married,Female,Retired Health service manager,None,None
21,Bishop Road,Shaun,Barber,60,Head,Single,Male,Forensic psychologist,None,Methodist
22,Bishop Road,Samantha,Holmes,53,Head,Single,Female,Unemployed,None,Christian
22,Bishop Road,Jessica,Lane-Holmes,21,Daughter,Divorced,Female,University Student,None,Christian
22,Bishop Road,Dorothy,Lane-Holmes,14,Daughter,NA,Female,Student,None,NA
23,Bishop Road,Martin,Humphreys,71,Head,Widowed,Male,Retired Nature conservation officer,None,None
24,Bishop Road,Kirsty,Clarke,34,Head,Single,Female,Data scientist,None,Methodist
25,Bishop Road,Alison,Patel,69,Head,Married,Female,Retired Osteopath,None,Christian
25,Bishop Road,Joseph,Patel,74,Husband,Married,Male,Retired Dealer,None,None
26,Bishop Road,Caroline,Kelly,65,Head,Widowed,Female,Waste management officer,None,None
26,Bishop Road,Ann,Kelly,7,Granddaughter,NA,Female,Student,None,NA
27,Bishop Road,Shirley,Giles,72,Head,Widowed,Female,Retired Astronomer,None,Methodist
28,Bishop Road,Wayne,Jones,58,Head,Single,Male,Chief of Staff,None,Christian
29,Bishop Road,Victoria,Page,33,Head,Single,Female,Tree surgeon,None,None
29,Bishop Road,Ellie,Ellis,41,None,Single,Female,"Designer, furniture",None,Catholic
29,Bishop Road,Lindsey,Wilkins,24,None,Single,Female,Unemployed,None,None
30,Bishop Road,Billy,Marshall,32,Head,Single,Male,Senior tax professional/tax inspector,None,None
31,Bishop Road,Jake,Perry,36,Head,Widowed,Male,Horticultural consultant,None,Christian
32,Bishop Road,Katy,Chadwick,67,Head,Widowed,Female,Electrical engineer,None,None
33,Bishop Road,Kayleigh,Jones,27,Head,Single,Female,Quality manager,None,None
33,Bishop Road,Martyn,Roberts,26,Partner,Single,Male,Unemployed,None,None
33,Bishop Road,Marian,Jones,6,Daughter,NA,Female,Student,None,NA
34,Bishop Road,Eleanor,Jackson,53,Head,Divorced,Female,Unemployed,None,Christian
35,Bishop Road,Laura,Clarke-Patterson,34,Head,Married,Female,Chief Financial Officer,None,None
35,Bishop Road,Peter,Clarke-Patterson,36,Husband,Married,Male,Unemployed,None,None
35,Bishop Road,Edward,Clarke-Patterson,2,Son,NA,Male,Child,None,NA
36,Bishop Road,Carol,Kaur,68,Head,Widowed,Female,Retired Health and safety inspector,None,Christian
37,Bishop Road,Patrick,Lloyd,52,Head,Single,Male,Interior and spatial designer,None,Christian
38,Bishop Road,Jake,Sutton,53,Head,Single,Male,Retail manager,None,Christian
39,Bishop Road,Hollie,Richards,74,Head,Divorced,Female,Retired Herpetologist,None,Christian
40,Bishop Road,Gavin,Woods,54,Head,Single,Male,Site engineer,None,Christian
41,Bishop Road,Ellie,Cole,25,Head,Divorced,Female,"Horticulturist, commercial",None,Methodist
42,Bishop Road,Aimee,Hussain,66,Head,Widowed,Female,Counselling psychologist,None,Catholic
43,Bishop Road,Carl,Walker,87,Head,Widowed,Male,Retired Hydrogeologist,None,Catholic
44,Bishop Road,Ricky,Griffiths,31,Head,Married,Male,Arts development officer,None,Muslim
44,Bishop Road,Rebecca,Griffiths,29,Wife,Married,Female,"Designer, graphic",None,Muslim
45,Bishop Road,Katherine,Wilkinson,74,Head,Divorced,Female,Retired Chartered accountant,None,Christian
45,Bishop Road,Rosie,Wilkinson,47,Daughter,Divorced,Female,Animal nutritionist,None,None
46,Bishop Road,Sean,Duncan,76,Head,Widowed,Male,Retired Biomedical engineer, ,Christian
47,Bishop Road,Ryan,Lamb,66,Head,Widowed,Male,Accommodation manager,None,None
48,Bishop Road,Stanley,Begum,67,Head,Married,Male,Pathologist,None,Christian
48,Bishop Road,Pauline,Begum,65,Wife,Married,Female,Technical author,None,Christian
49,Bishop Road,Justin,Ward,36,Head,Single,Male,Museum/gallery curator,None,None
50,Bishop Road,Lynne,Norman,21,Head,Married,Female,University Student,None,Christian
50,Bishop Road,Denis,Norman,20,Husband,Married,Male,University Student,None,None
51,Bishop Road,Malcolm,Perry,64,Head,Single,Male,Radiation protection practitioner,None,None
52,Bishop Road,Brett,Cooke,40,Head,Divorced,Male,"Administrator, local government",None,None
53,Bishop Road,Kieran,Daly,30,Head,Single,Male,Occupational therapist,None,None
54,Bishop Road,Clare,Woods,51,Head,Single,Female,Garment/textile technologist,None,Catholic
54,Bishop Road,Hayley,Davies,40,None,Single,Female,Energy engineer,None,None
55,Bishop Road,Teresa,Khan,54,Head,Single,Female,Interior and spatial designer,None,None
56,Bishop Road,Matthew,Wood,25,Head,Divorced,Male,Best boy,None,None
57,Bishop Road,Jade,Fisher,25,Head,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
58,Bishop Road,Joel,Hardy,41,Head,Divorced,Male,Financial controller,None,Christian
58,Bishop Road,Carole,Pearce,0,Step-Daughter,NA,Female,Child,None,NA
58,Bishop Road,Vincent,Fry,61,Lodger,Single,Male,Unemployed,None,Methodist
59,Bishop Road,Jasmine,Reed,43,Head,Married,Female,Warehouse manager,None,Catholic
59,Bishop Road,Marcus,Reed,46,Husband,Married,Male,Lexicographer,None,None
59,Bishop Road,Gail,Reed,19,Daughter,Single,Female,University Student,None,None
59,Bishop Road,Lydia,Reed,15,Daughter,NA,Female,Student,None,NA
60,Bishop Road,Eleanor,Miller,86,Head,Widowed,Female,"Retired Chemist, analytical",None,Christian
61,Bishop Road,Allan,Singh,37,Head,Single,Male,Medical sales representative,None,None
61,Bishop Road,Sarah,Singh,16,Daughter,NA,Female,Student,None,NA
62,Bishop Road,Joanna,Macdonald,36,Head,Divorced,Female,Unemployed,None,Christian
62,Bishop Road,Diana,Macdonald,5,Daughter,NA,Female,Student,None,NA
63,Bishop Road,Karl,Fry,81,Head,Widowed,Male,Retired Forensic scientist,None,Catholic
64,Bishop Road,Josephine,Williams,32,Head,Married,Female,"Psychotherapist, child",None,None
64,Bishop Road,Stephen,Williams,33,Husband,Married,Male,Publishing copy,None,None
64,Bishop Road,Reece,Warren,54,Lodger,Single,Male,Maintenance engineer,None,Christian
65,Bishop Road,Russell,Evans,73,Head,Widowed,Male,Retired Furniture conservator/restorer,None,Christian
66,Bishop Road,Joan,Marshall,89,Head,Widowed,Female,Retired Secondary school teacher,None,None
67,Bishop Road,Ross,Smith,85,Head,Divorced,Male,Retired Holiday representative,None,Christian
68,Bishop Road,Elliot,Baker,67,Head,Widowed,Male,Warehouse manager,None,Christian
69,Bishop Road,Julie,Sims,89,Head,Widowed,Female,"Retired Programmer, applications",None,Christian
70,Bishop Road,Olivia,Tomlinson,103,Head,Single,Female,Retired Estate agent,None,None
71,Bishop Road,June,White,50,Head,Single,Female,Barrister's clerk,None,None
71,Bishop Road,Reece,Saunders,54,Partner,Single,Male,Armed forces operational officer,None,None
72,Bishop Road,Stewart,Conway,23,Head,Single,Male,Unemployed,None,Catholic
73,Bishop Road,Craig,Edwards,61,Head,Divorced,Male,Unemployed,None,Catholic
74,Bishop Road,Louise,Barton,64,Head,Married,Female,Interior and spatial designer,None,Catholic
74,Bishop Road,Brian,Barton,70,Husband,Married,Male,Retired Insurance claims handler,None,Catholic
74,Bishop Road,Callum,Barton,32,Son,Single,Male,Health and safety inspector,Physical Disability,Catholic
75,Bishop Road,Andrew,Green,86,Head,Divorced,Male,Retired Accounting technician,None,None
76,Bishop Road,Ann,Dunn,59,Head,Married,Female,Tree surgeon,None,None
76,Bishop Road,Mohammed,Dunn,61,Husband,Married,Male,Surgeon,None,None
77,Bishop Road,Claire,Gibson,80,Head,Widowed,Female,Retired Human resources officer,None,Christian
78,Bishop Road,Mitchell,Knight,56,Head,Single,Male,Retail manager,None,Christian
79,Bishop Road,Gillian,Shah,35,Head,Divorced,Female,"Designer, television/film set",None,Christian
80,Bishop Road,Hilary,Francis,29,Head,Divorced,Female,Forensic scientist,None,None
81,Bishop Road,Jane,Garner,88,Head,Widowed,Female,Retired Dramatherapist,None,Methodist
82,Bishop Road,Dennis,Wilson,69,Head,Widowed,Male,Retired Advertising art director,None,Christian
83,Bishop Road,Stephen,Franklin,42,Head,Single,Male,Unemployed,None,Christian
84,Bishop Road,Deborah,Walters,46,Head,Married,Female,"Engineer, manufacturing",None,Methodist
84,Bishop Road,Gary,Walters,48,Husband,Married,Male,Astronomer,None,None
84,Bishop Road,Robert,Walters,17,Son,NA,Male,Student,None,NA
85,Bishop Road,Ross,Wilkinson,42,Head,Single,Male,Air traffic controller,None,None
85,Bishop Road,Leanne,Stokes,34,None,Single,Female,"Secretary, company",None,None
